,0,1
0,祛风湿,13
1,散风湿,8
2,强筋骨,7
3,通经络,6
4,补肝肾,6
5,清虚热,3
6,退虚热,3
7,通鼻窍,2
8,除疳热,2
9,强腰膝,2
10,补肾阳,2
11,利关节,1
12,除骨蒸,1
13,解暑热,1
14,消骨鲠,1
15,利消肿,1
16,舒筋络,1
17,利湿浊,1
18,退黄疸,1
19,开顽痰,1
20,消沧肿,1
21,补精髓,1
22,助肾阳,1
23,益精血,1
24,壮肾阳,1
25,祛寒湿,1
26,温肾阳,1
27,逐寒湿,1
28,行血脉,1
29,降血压,1
